,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
27822,27822,15673370,Chiang,583,Germany,Female,23.0,2,118839.53,1,1.0,1.0,47412.85,0
104695,104695,15809837,Trevisano,569,Germany,Female,36.0,2,122726.5,2,1.0,1.0,145792.08,0
39160,39160,15629985,Nucci,731,France,Male,31.0,4,0.0,1,1.0,1.0,178994.13,1
7322,7322,15759955,Chidumaga,771,France,Male,46.0,8,81811.71,1,0.0,0.0,120531.19,0
4687,4687,15671097,Lucciano,636,Germany,Male,46.0,5,131394.56,1,1.0,1.0,53534.8,1
111664,111664,15717010,Yu,841,France,Female,60.0,5,0.0,1,1.0,1.0,38914.51,0
150218,150218,15754849,Ifeanacho,736,Germany,Female,34.0,4,109421.13,2,1.0,1.0,126517.46,0
148864,148864,15677559,Yobachi,602,France,Female,39.0,7,0.0,2,1.0,0.0,153669.28,0
46674,46674,15625584,Maclean,663,Spain,Male,40.0,2,0.0,2,1.0,1.0,184976.67,0
123154,123154,15644856,Padovesi,741,France,Female,35.0,4,123971.51,1,1.0,1.0,75825.57,0
108556,108556,15809847,T'ang,748,France,Female,34.0,8,0.0,2,1.0,1.0,138350.74,0
88263,88263,15752801,Burtch,729,France,Female,32.0,8,0.0,2,0.0,1.0,140553.46,0
35049,35049,15783501,Li Fonti,679,Germany,Female,56.0,7,161274.05,1,1.0,1.0,90977.28,1
72559,72559,15605425,Hamilton,850,Spain,Female,36.0,6,121063.85,2,1.0,1.0,103934.12,0
162530,162530,15592379,Tung,637,France,Male,41.0,2,0.0,2,0.0,1.0,53784.22,0
65385,65385,15573520,Yobanna,587,Spain,Male,33.0,1,0.0,2,0.0,0.0,171777.76,0
63080,63080,15691840,Okwudilichukwu,684,Germany,Male,22.0,4,117020.18,1,1.0,0.0,125986.98,0
127009,127009,15764021,Frolov,743,France,Male,34.0,1,61687.33,2,1.0,0.0,105965.25,0
125445,125445,15651369,Hsiao,709,France,Male,36.0,4,0.0,1,1.0,0.0,163667.56,0
45256,45256,15661702,Pirozzi,698,France,Female,34.0,8,133636.16,1,0.0,1.0,111096.56,0
158444,158444,15758025,Lo,585,France,Male,34.0,9,0.0,2,1.0,0.0,170638.98,0
29761,29761,15799720,Palerma,632,France,Female,40.0,2,0.0,1,0.0,1.0,156495.39,0
63739,63739,15620398,Young,598,Spain,Female,39.0,7,0.0,2,1.0,0.0,83084.33,0
158717,158717,15630661,Vasilyev,751,Spain,Female,25.0,10,75212.28,1,1.0,0.0,58965.04,0
35080,35080,15592773,Eberegbulam,647,Germany,Male,51.0,0,125547.53,1,1.0,0.0,7819.76,1
17233,17233,15765537,Alekseeva,604,France,Male,41.0,5,0.0,1,1.0,0.0,171345.02,0
33722,33722,15590810,Iadanza,639,France,Female,35.0,2,0.0,2,1.0,1.0,93769.89,0
78180,78180,15804771,Crawford,636,Spain,Male,39.0,10,0.0,2,0.0,1.0,170886.01,0
63991,63991,15571261,P'eng,613,France,Female,28.0,3,0.0,2,1.0,1.0,149458.51,0
63346,63346,15644796,Pendergrass,744,Spain,Female,40.0,3,0.0,2,1.0,0.0,161479.19,0
101442,101442,15682618,Jamieson,685,France,Female,31.0,4,111855.04,2,1.0,1.0,36278.89,0
26566,26566,15603794,H?,684,France,Male,28.0,4,121798.53,1,1.0,0.0,92865.4,0
39541,39541,15761364,Nkemjika,679,France,Male,30.0,9,0.0,2,1.0,1.0,157871.55,0
47087,47087,15782802,Hsiao,581,Germany,Female,35.0,3,133314.58,1,1.0,0.0,107975.34,1
8895,8895,15800031,Ts'ui,705,France,Male,39.0,7,0.0,1,1.0,1.0,38794.78,0
75725,75725,15675185,De Luca,607,Germany,Female,35.0,7,139972.39,2,1.0,0.0,135851.3,0
53580,53580,15758136,King,778,France,Male,37.0,2,141803.77,1,0.0,1.0,179421.84,0
126483,126483,15783592,Ndubuagha,714,Germany,Male,37.0,4,133686.64,1,0.0,0.0,123825.65,0
78485,78485,15726796,Brabyn,844,France,Female,38.0,9,111501.66,1,1.0,1.0,119333.38,0
62230,62230,15598162,Kambinachi,753,Germany,Male,29.0,2,131101.04,2,0.0,0.0,51871.95,0
6986,6986,15593969,Hargreaves,684,France,Male,36.0,6,0.0,1,1.0,1.0,183542.08,0
108746,108746,15796074,P'an,682,France,Male,30.0,5,137687.72,1,1.0,0.0,82522.93,0
4880,4880,15671709,Ijendu,684,Germany,Female,33.0,6,123126.75,2,1.0,1.0,77830.16,0
150615,150615,15809585,Yang,676,France,Male,26.0,1,0.0,2,0.0,1.0,79414.0,0
129246,129246,15769308,Maclean,573,France,Male,33.0,3,0.0,2,1.0,0.0,106837.06,0
87480,87480,15773520,Biryukov,714,Spain,Female,37.0,8,0.0,2,1.0,0.0,51871.06,0
121561,121561,15703541,Tien,641,France,Male,39.0,9,0.0,2,0.0,0.0,146411.5,0
156853,156853,15791052,T'ien,682,France,Female,40.0,6,0.0,2,1.0,0.0,96829.43,0
94793,94793,15631189,Arnold,826,Spain,Female,41.0,7,146466.46,2,0.0,0.0,180934.67,0
65688,65688,15711618,Chang,704,Germany,Female,37.0,1,124640.51,1,1.0,1.0,116511.12,1
115517,115517,15634491,White,516,France,Female,40.0,4,0.0,3,1.0,0.0,131919.23,1
161521,161521,15603065,Milanesi,667,Spain,Female,23.0,5,0.0,2,0.0,0.0,105818.66,0
70062,70062,15691817,Hsia,603,Spain,Male,38.0,3,0.0,2,1.0,0.0,82709.8,0
37534,37534,15779924,Kaleski,683,Spain,Male,41.0,4,0.0,2,1.0,1.0,93981.83,0
109564,109564,15753955,Brown,732,France,Male,34.0,2,0.0,2,1.0,0.0,162599.9,0
144901,144901,15641698,Ts'ao,708,Germany,Male,33.0,1,124427.54,1,1.0,1.0,176692.01,0
61486,61486,15621205,Olisaemeka,698,France,Male,32.0,2,175509.8,1,1.0,1.0,77867.23,0
30609,30609,15706269,Walker,650,Germany,Male,35.0,6,130367.87,1,1.0,0.0,56585.2,0
55351,55351,15752622,Iqbal,756,France,Male,39.0,5,154870.28,1,1.0,0.0,62810.91,0
149831,149831,15624072,Macleod,498,France,Male,40.0,9,0.0,2,1.0,0.0,138536.09,0
62657,62657,15654611,Parry,656,France,Female,30.0,5,129755.99,1,0.0,0.0,149814.68,0
44291,44291,15763662,Smith,619,France,Male,39.0,6,0.0,2,1.0,0.0,117572.59,0
75118,75118,15607560,Groom,572,France,Female,44.0,2,0.0,1,1.0,1.0,555.28,0
143071,143071,15658435,Hingston,781,France,Female,27.0,5,0.0,2,1.0,1.0,72969.9,0
18650,18650,15576550,Y?an,637,France,Male,36.0,8,0.0,1,1.0,1.0,167984.61,0
78913,78913,15736274,Y?an,710,France,Female,37.0,1,0.0,1,1.0,0.0,1843.24,0
32395,32395,15751336,Hsu,643,Spain,Male,34.0,4,0.0,2,1.0,0.0,146700.32,0
100934,100934,15762682,Ts'ao,659,France,Male,34.0,4,0.0,1,1.0,1.0,109659.12,0
137506,137506,15654878,Nwagugheuzo,651,Germany,Female,48.0,5,161450.05,1,1.0,1.0,75969.19,1
2721,2721,15687959,Ch'iu,739,Germany,Male,28.0,8,86915.41,1,1.0,1.0,173425.43,0
40326,40326,15751203,Cattaneo,702,France,Female,26.0,5,56738.47,2,1.0,1.0,100442.22,1
114750,114750,15570414,Brown,613,Spain,Male,58.0,4,0.0,1,1.0,1.0,91562.89,0
39615,39615,15791501,Carroll,590,France,Male,43.0,8,0.0,1,1.0,1.0,143628.31,1
22655,22655,15607597,Ch'in,721,France,Female,29.0,1,111084.58,1,1.0,1.0,92377.22,0
7246,7246,15650018,Chen,550,France,Female,57.0,9,154100.3,1,1.0,0.0,11426.7,1
119639,119639,15710316,Fang,687,Germany,Female,30.0,3,144837.79,2,0.0,1.0,93151.77,0
46406,46406,15789546,Ojiofor,637,Spain,Male,36.0,8,0.0,2,1.0,1.0,126561.07,0
57599,57599,15756637,Ritchie,709,Germany,Male,31.0,8,138597.81,2,1.0,0.0,156908.32,0
57056,57056,15704788,Nucci,559,France,Female,42.0,4,0.0,1,0.0,0.0,27359.19,1
135222,135222,15791249,Chiemenam,732,France,Female,43.0,6,100013.72,1,1.0,0.0,86920.07,1
111832,111832,15774536,Hao,516,France,Male,41.0,3,0.0,1,1.0,0.0,115767.93,0
100466,100466,15757911,Onyemauchechukwu,689,France,Female,26.0,5,0.0,1,1.0,1.0,142940.39,0
163759,163759,15741654,Chiganu,556,France,Male,37.0,8,56674.78,1,0.0,0.0,155890.65,0
60665,60665,15800229,Fetherstonhaugh,637,France,Female,28.0,8,0.0,2,1.0,0.0,87090.75,0
112140,112140,15613656,Browne,774,France,Female,52.0,2,56580.93,2,1.0,0.0,113266.28,0
129634,129634,15653952,O'Brien,684,France,Female,37.0,1,0.0,1,1.0,0.0,128881.74,0
35801,35801,15754494,Gough,748,Germany,Female,52.0,3,106070.29,1,0.0,1.0,92568.07,1
82463,82463,15603221,Hs?,696,France,Male,32.0,4,0.0,2,0.0,1.0,52314.71,0
55484,55484,15670822,Palmer,719,France,Female,39.0,7,114415.84,1,1.0,1.0,177497.4,1
117654,117654,15677112,Akobundu,565,Germany,Female,39.0,4,89349.47,3,1.0,0.0,180622.02,1
18707,18707,15706458,Pan,812,Germany,Male,39.0,5,115730.71,1,1.0,1.0,185599.34,0
96981,96981,15794345,Quinn,603,France,Male,34.0,6,108122.39,1,0.0,0.0,53328.7,1
66767,66767,15604482,Onyemauchechi,684,Spain,Female,29.0,8,0.0,2,1.0,1.0,157557.96,0
131367,131367,15766066,P'eng,720,Germany,Male,34.0,2,110822.9,2,0.0,0.0,72861.94,0
117768,117768,15712825,Bennett,711,Spain,Male,38.0,9,0.0,2,1.0,1.0,145477.36,0
52536,52536,15651664,Wilder,615,France,Female,61.0,1,104267.7,1,1.0,1.0,62845.64,0
101499,101499,15656710,Cocci,711,France,Male,40.0,9,0.0,1,0.0,0.0,151325.24,0
97763,97763,15652914,Gannon,556,Germany,Male,39.0,4,107627.56,1,1.0,1.0,126172.11,0
50909,50909,15626806,Fyodorova,611,Spain,Male,43.0,7,0.0,1,1.0,1.0,79342.31,0
25040,25040,15734246,She,596,France,Male,58.0,8,166883.07,2,1.0,1.0,194563.65,0
88386,88386,15572408,Okechukwu,782,France,Female,37.0,9,96781.39,1,0.0,0.0,92977.95,0
9614,9614,15573851,Fiorentini,554,Germany,Male,44.0,2,102368.78,1,1.0,0.0,166310.71,1
160232,160232,15592386,Chiazagomekpere,729,France,Female,61.0,2,114631.55,1,1.0,0.0,55775.02,1
36625,36625,15661457,Onyekachi,695,Germany,Male,37.0,5,121691.55,2,1.0,1.0,163675.83,0
28179,28179,15583529,Aksyonova,726,Spain,Male,30.0,6,112013.81,1,1.0,1.0,176925.69,0
6303,6303,15722424,Nnachetam,711,France,Female,40.0,6,0.0,2,1.0,0.0,140745.91,0
149381,149381,15693902,Wright,730,France,Male,20.0,2,0.0,2,1.0,1.0,121428.2,0
77286,77286,15809909,Fan,756,Germany,Female,54.0,4,130878.75,4,1.0,0.0,7166.71,1
118176,118176,15586880,Ch'eng,644,France,Male,30.0,8,134562.8,1,1.0,0.0,130132.41,0
82408,82408,15594041,Nkemakonam,611,Spain,Male,54.0,9,0.0,1,1.0,0.0,160589.47,1
139833,139833,15809991,Gebhart,758,France,Male,31.0,4,139064.06,1,1.0,1.0,77878.62,0
144346,144346,15670039,Sun,561,Spain,Male,25.0,6,97705.99,2,1.0,0.0,86920.97,0
7156,7156,15742854,Lettiere,597,Spain,Female,46.0,1,0.0,2,1.0,0.0,89043.19,0
106480,106480,15778945,Tsao,587,France,Male,30.0,4,0.0,2,0.0,1.0,93718.06,0
160062,160062,15653893,Biryukova,757,France,Male,64.0,4,119315.01,1,1.0,1.0,95943.55,0
64997,64997,15570205,Tao,611,Spain,Female,40.0,6,0.0,2,1.0,1.0,147758.51,0
24328,24328,15597983,Onyekachukwu,561,Germany,Female,35.0,6,123544.0,1,1.0,0.0,143913.32,0
106155,106155,15771086,Hsia,665,Germany,Male,35.0,1,125729.71,1,0.0,1.0,173912.29,1
27459,27459,15778190,Onwughara,716,France,Male,28.0,2,0.0,2,0.0,1.0,72989.97,0
153963,153963,15799128,Smith,694,Germany,Male,36.0,6,97392.99,2,1.0,1.0,679.31,0
55567,55567,15794874,Milne,584,France,Male,33.0,3,0.0,1,1.0,1.0,141069.88,0
87657,87657,15695846,Pagnotto,661,France,Male,34.0,4,0.0,2,1.0,1.0,121402.53,0
84817,84817,15736154,Clements,684,France,Male,40.0,6,145059.5,1,1.0,1.0,157891.86,0
40146,40146,15598840,Okwuadigbo,593,France,Female,53.0,7,0.0,2,1.0,0.0,138775.87,1
69014,69014,15593736,Shao,745,France,Female,41.0,7,0.0,1,1.0,1.0,56577.1,1
151612,151612,15711314,Kao,589,France,Female,45.0,1,0.0,1,0.0,1.0,102530.35,0
40112,40112,15771543,Azikiwe,696,France,Male,42.0,6,0.0,2,1.0,0.0,88827.67,0
15787,15787,15746802,Uspenskaya,695,Spain,Male,37.0,2,0.0,2,1.0,0.0,16081.62,0
8833,8833,15575024,Uwaezuoke,503,France,Male,43.0,3,0.0,2,1.0,1.0,143954.99,1
141958,141958,15662662,P'eng,669,Spain,Female,30.0,6,0.0,2,1.0,1.0,144867.55,0
4312,4312,15766378,Wan,707,Spain,Male,45.0,9,0.0,2,0.0,1.0,196395.25,0
62836,62836,15705511,Chijindum,729,France,Male,46.0,4,81231.75,2,0.0,1.0,123383.0,0
125035,125035,15592751,Onyekachi,652,France,Female,37.0,5,131434.26,1,1.0,0.0,171922.91,0
72804,72804,15762682,Ugorji,596,France,Male,30.0,8,0.0,2,1.0,0.0,182784.11,0
77892,77892,15643826,Ting,564,Germany,Male,31.0,8,114212.6,1,0.0,0.0,45611.51,0
20254,20254,15791114,Okwuadigbo,817,Germany,Female,50.0,6,129847.18,2,1.0,1.0,35300.08,0
142529,142529,15626795,Calabrese,750,France,Female,38.0,2,0.0,2,1.0,0.0,143463.28,0
39713,39713,15814268,Franklin,444,France,Male,36.0,5,84350.07,1,1.0,0.0,143835.76,0
33014,33014,15592461,T'ao,733,France,Female,39.0,2,127849.53,1,0.0,1.0,158043.11,1
51358,51358,15694192,Lucciano,591,France,Male,28.0,8,0.0,2,1.0,1.0,158043.11,0
139035,139035,15771096,Henderson,577,France,Male,40.0,5,0.0,2,1.0,1.0,62868.33,0
4295,4295,15624667,Wallace,684,France,Male,35.0,5,0.0,2,1.0,1.0,87219.41,0
23409,23409,15806210,Kao,656,Germany,Male,28.0,8,121455.65,1,1.0,1.0,125083.29,0
62336,62336,15740072,Walker,619,France,Female,28.0,3,0.0,2,1.0,0.0,82709.8,0
39097,39097,15641640,Monaldo,773,Spain,Female,35.0,2,115576.44,1,1.0,0.0,163667.56,1
91653,91653,15568876,Hughes,496,France,Female,36.0,1,102723.35,2,1.0,0.0,180844.81,0
6034,6034,15811978,Chidiegwu,726,France,Female,44.0,3,151226.56,2,1.0,0.0,178045.52,0
111916,111916,15611759,Maclean,714,France,Male,37.0,1,0.0,2,0.0,1.0,189268.81,0
37920,37920,15793881,Tuan,538,Spain,Male,47.0,7,102050.47,1,0.0,0.0,125962.02,0
60020,60020,15628007,Ts'ai,762,France,Female,46.0,0,0.0,2,1.0,0.0,176438.78,0
24442,24442,15649438,Onyemauchechi,766,France,Male,23.0,8,0.0,2,1.0,1.0,136079.41,0
61033,61033,15668575,Hao,626,Spain,Female,26.0,10,148610.41,3,0.0,1.0,104502.02,1
22853,22853,15690079,Boniwell,685,Spain,Male,36.0,9,0.0,2,0.0,0.0,55207.41,0
134242,134242,15680112,T'ao,850,France,Male,61.0,9,0.0,2,1.0,1.0,76767.28,0
31414,31414,15783462,Hao,550,Germany,Female,40.0,6,137980.74,1,1.0,1.0,80428.0,1
3781,3781,15776596,Hsu,591,Spain,Male,34.0,6,0.0,1,0.0,1.0,125646.57,0
142434,142434,15670492,Ahern,447,Spain,Female,33.0,4,0.0,2,1.0,0.0,179544.69,0
17529,17529,15631267,Maclean,781,France,Female,50.0,8,0.0,2,1.0,0.0,132547.02,0
119638,119638,15603465,Dunn,611,Germany,Female,67.0,1,155447.65,2,1.0,1.0,51871.95,0
102028,102028,15680405,Young,704,France,Male,28.0,9,0.0,2,1.0,1.0,131644.41,0
16363,16363,15644280,Udegbunam,593,France,Male,36.0,4,138740.24,1,1.0,0.0,119808.64,0
154752,154752,15685829,Horsley,708,Spain,Female,53.0,4,0.0,1,1.0,0.0,162683.06,1
118467,118467,15786617,Wilson,802,Spain,Male,30.0,5,0.0,2,1.0,0.0,175043.69,0
104559,104559,15657777,Ch'ang,572,Spain,Male,37.0,2,0.0,2,1.0,1.0,35770.81,0
98356,98356,15603065,Smith,699,France,Female,33.0,8,0.0,2,0.0,1.0,185561.89,0
58838,58838,15643359,Folliero,692,France,Male,32.0,0,0.0,2,1.0,0.0,62703.38,0
113638,113638,15727281,Ejimofor,835,Spain,Male,37.0,6,153058.64,1,0.0,0.0,126131.9,0
95213,95213,15729019,Chienezie,633,Germany,Male,46.0,0,111347.56,1,0.0,1.0,180716.8,0
137403,137403,15679963,Yermolayev,833,Spain,Female,23.0,6,137723.24,1,1.0,0.0,131167.98,0
127115,127115,15709621,Padovesi,628,France,Female,32.0,6,0.0,2,1.0,0.0,180598.66,0
22219,22219,15764253,Lettiere,757,Spain,Female,43.0,7,0.0,1,1.0,0.0,93901.61,1
57270,57270,15727499,H?,584,France,Male,45.0,6,0.0,1,1.0,0.0,106886.91,0
88269,88269,15805909,Ndubueze,660,Spain,Female,46.0,2,0.0,2,1.0,1.0,43932.54,1
145740,145740,15697480,Johnson,695,Spain,Male,30.0,3,0.0,2,0.0,1.0,50679.48,0
120752,120752,15739972,Hsieh,635,France,Male,38.0,7,0.0,2,1.0,0.0,72924.56,0
89564,89564,15743040,Ferri,549,Germany,Female,41.0,2,127892.57,2,1.0,0.0,199645.45,0
14917,14917,15779586,Olisaemeka,501,Germany,Female,46.0,3,115074.02,1,1.0,0.0,26249.86,0
67062,67062,15703731,Genovese,745,France,Female,51.0,4,0.0,1,1.0,0.0,82865.84,1
105670,105670,15737169,Hsia,691,Spain,Female,35.0,8,0.0,2,1.0,1.0,141872.08,0
106264,106264,15711249,Chiganu,662,Germany,Male,24.0,5,123401.44,1,1.0,0.0,47775.36,0
102497,102497,15751491,P'eng,716,France,Female,33.0,9,0.0,1,1.0,1.0,143535.35,1
37961,37961,15595156,Chukwubuikem,490,France,Female,51.0,8,0.0,2,1.0,0.0,125240.8,1
61285,61285,15596939,Yefimova,598,Spain,Female,41.0,2,0.0,2,0.0,1.0,145796.49,0
33798,33798,15583760,Sagese,599,France,Female,46.0,3,0.0,1,1.0,0.0,121409.09,1
66287,66287,15790757,Ndubueze,545,Spain,Female,66.0,9,97560.21,1,1.0,1.0,138770.02,0
3671,3671,15713637,Fu,594,France,Male,38.0,2,0.0,2,0.0,1.0,103480.69,0
85685,85685,15810227,Fan,421,France,Male,34.0,2,0.0,2,1.0,0.0,96615.23,1
102908,102908,15618255,Hsiao,725,France,Female,37.0,7,97544.81,2,1.0,0.0,181605.44,0
102625,102625,15662091,Nnonso,667,France,Male,30.0,7,0.0,2,1.0,0.0,141934.43,0
102333,102333,15643921,Okeke,599,Spain,Female,33.0,7,111348.56,2,0.0,1.0,175072.02,0
48559,48559,15676937,Ch'en,785,Germany,Male,31.0,4,141825.88,2,1.0,1.0,83910.4,0
147983,147983,15583736,Lo Duca,615,Spain,Male,40.0,7,0.0,2,1.0,1.0,131644.41,0
110138,110138,15762745,Hsing,592,France,Female,34.0,6,0.0,2,1.0,1.0,160162.42,0
163938,163938,15718773,O'Meara,583,France,Male,34.0,4,0.0,2,0.0,1.0,24991.92,0
84064,84064,15768451,MacDonald,739,Germany,Male,40.0,9,149131.03,2,1.0,1.0,60036.99,0
23451,23451,15715673,Chukwukadibia,488,Germany,Female,36.0,4,108698.97,2,1.0,1.0,187926.35,0
29128,29128,15693375,Mazzanti,696,France,Male,28.0,1,152212.88,1,1.0,1.0,82822.84,1
94382,94382,15687634,Hargreaves,823,Spain,Male,35.0,5,144837.79,1,1.0,1.0,74917.64,0
49912,49912,15620341,Ni,562,Germany,Male,31.0,7,130565.02,2,1.0,0.0,9854.72,0
125236,125236,15661703,Onyekachukwu,681,France,Female,40.0,5,0.0,2,1.0,0.0,55816.2,0
103105,103105,15738148,Tan,465,France,Female,51.0,8,122522.32,1,0.0,0.0,181297.65,0
78404,78404,15656829,Hughes,568,France,Female,33.0,9,0.0,2,1.0,1.0,56784.11,0
112425,112425,15653715,Shaw,665,Spain,Female,49.0,7,0.0,2,1.0,1.0,82969.61,0
106227,106227,15778481,Chigbogu,817,France,Male,36.0,1,118962.58,1,0.0,1.0,120819.58,0
37155,37155,15734762,Ignatiev,616,France,Female,42.0,6,0.0,1,1.0,0.0,4176.17,0
130158,130158,15687527,Shih,683,France,Male,35.0,4,0.0,2,1.0,1.0,165370.66,0
127819,127819,15664734,T'ao,683,Germany,Male,27.0,2,133384.66,2,0.0,1.0,103557.93,0
30413,30413,15760244,Ives,565,Germany,Female,43.0,7,95984.21,1,1.0,0.0,138396.32,0
54390,54390,15612633,Chukwukere,527,France,Male,44.0,9,166328.65,2,1.0,0.0,101455.07,0
60135,60135,15802486,Calabresi,576,France,Female,47.0,9,0.0,2,1.0,0.0,149641.53,0
23614,23614,15629475,Clark,656,France,Male,41.0,2,0.0,2,0.0,0.0,158973.77,0
65813,65813,15757473,Chukwujamuike,591,Germany,Female,27.0,7,58641.43,2,1.0,0.0,198398.68,0
79525,79525,15737071,Cattaneo,669,France,Female,34.0,9,0.0,2,1.0,1.0,40980.87,0
82852,82852,15762091,Uwakwe,692,Germany,Female,27.0,5,111524.06,2,1.0,0.0,102665.63,0
155619,155619,15633108,Li,597,Spain,Male,33.0,5,0.0,2,1.0,1.0,89983.02,0
55701,55701,15791174,Chinwemma,807,Germany,Male,31.0,8,148071.36,2,1.0,1.0,26318.99,0
66209,66209,15670374,Chinwemma,850,France,Male,39.0,6,121175.07,1,1.0,0.0,183980.56,1
82468,82468,15654519,Mazzanti,714,France,Female,63.0,5,117864.9,1,1.0,1.0,64869.58,0
31019,31019,15636353,Onuora,542,France,Male,38.0,3,128352.59,1,0.0,0.0,135067.09,0
64131,64131,15612777,Nnaife,648,France,Female,26.0,5,0.0,2,1.0,0.0,133051.9,0
10543,10543,15783029,Scott,731,Spain,Male,31.0,7,0.0,2,1.0,0.0,24234.11,0
49241,49241,15785042,Norton,759,France,Male,51.0,3,0.0,1,1.0,0.0,121210.09,1
79396,79396,15757911,Trevisani,643,Spain,Female,40.0,6,0.0,1,1.0,0.0,131301.74,0
92660,92660,15582849,Pirozzi,714,France,Male,59.0,9,112727.06,1,0.0,1.0,73371.65,0
114369,114369,15771087,Yobanna,644,France,Female,32.0,6,0.0,2,1.0,0.0,57553.98,0
156186,156186,15642787,Ijendu,661,France,Male,30.0,1,0.0,2,0.0,0.0,111243.09,0
114674,114674,15661036,Pirozzi,632,France,Male,61.0,1,0.0,2,0.0,1.0,164886.64,0
24088,24088,15808930,H?,651,France,Male,38.0,6,0.0,2,1.0,1.0,179866.01,0
62501,62501,15763613,Pirozzi,585,Spain,Female,33.0,9,0.0,1,1.0,0.0,86044.98,0
163948,163948,15749381,Yu,642,Germany,Female,30.0,9,134497.27,2,0.0,1.0,198064.52,0
110336,110336,15695383,Griffin,594,Germany,Male,37.0,7,143625.83,1,1.0,0.0,115217.59,1
89283,89283,15572390,Brown,550,Germany,Male,33.0,8,111760.4,1,1.0,0.0,74870.99,0
43696,43696,15643630,Quaife,664,Spain,Male,55.0,7,0.0,2,1.0,1.0,185211.28,0
42802,42802,15688637,Witt,592,France,Female,45.0,4,0.0,1,1.0,1.0,183569.25,1
91550,91550,15696974,Fisk,716,France,Female,35.0,3,133568.46,1,1.0,0.0,74850.4,0
138678,138678,15671917,H?,687,Germany,Female,43.0,2,185544.36,1,1.0,0.0,179834.45,1
34298,34298,15673599,Chikwado,648,France,Male,39.0,4,146566.01,1,1.0,1.0,171344.94,0
58913,58913,15741092,Chiawuotu,462,Spain,Male,36.0,10,0.0,2,1.0,1.0,3173.31,0
16325,16325,15747647,Iadanza,710,Spain,Male,40.0,4,0.0,1,1.0,0.0,144181.48,0
55730,55730,15764491,Kuo,694,Germany,Male,35.0,10,141787.31,2,1.0,1.0,116547.31,0
25463,25463,15769955,Lucchesi,619,France,Female,37.0,5,0.0,2,1.0,1.0,162923.33,0
2334,2334,15757931,Fang,804,France,Male,36.0,1,0.0,2,1.0,1.0,173195.33,0
44182,44182,15729377,Obialo,529,France,Female,41.0,4,55872.79,1,1.0,0.0,198446.32,0
147040,147040,15690540,Manna,622,France,Male,40.0,2,0.0,1,1.0,1.0,176903.35,0
152755,152755,15582841,Genovese,678,France,Female,38.0,6,0.0,2,1.0,0.0,19244.14,0
117304,117304,15678917,Hsueh,687,France,Male,39.0,3,0.0,2,0.0,1.0,75664.45,0
63108,63108,15602043,Buccho,682,Germany,Male,44.0,5,141788.63,2,1.0,0.0,164967.21,0
154631,154631,15748797,Rubeo,700,France,Male,42.0,2,150420.2,1,0.0,0.0,12096.11,0
9937,9937,15682618,Fanucci,682,France,Female,33.0,2,0.0,2,1.0,1.0,102908.91,0
122067,122067,15643487,Hsiung,554,France,Female,30.0,5,0.0,2,1.0,0.0,82870.75,0
101935,101935,15587210,McCartney,636,Germany,Female,40.0,1,113581.98,1,1.0,0.0,1985.41,0
129918,129918,15640161,Ting,562,France,Male,34.0,8,0.0,2,1.0,1.0,91001.02,0
146823,146823,15616365,Onuoha,733,France,Female,35.0,1,0.0,2,0.0,1.0,193309.58,0
126125,126125,15756850,Kao,622,France,Female,31.0,4,0.0,2,1.0,1.0,96420.58,0
151831,151831,15761053,Yermakova,585,Germany,Male,59.0,3,167933.49,2,1.0,0.0,70763.62,1
128462,128462,15678944,Brown,619,Germany,Female,37.0,5,130935.56,2,1.0,1.0,9241.52,0
14080,14080,15623695,T'ien,556,France,Female,46.0,3,0.0,1,1.0,0.0,175399.14,1
127291,127291,15737748,McWilliam,696,France,Female,43.0,8,151233.62,3,0.0,0.0,199336.63,1
12716,12716,15588515,Molineux,738,France,Female,40.0,6,118392.45,1,1.0,1.0,66588.57,0
132675,132675,15612071,Creswell,617,France,Male,42.0,3,0.0,2,0.0,0.0,27330.49,0
22537,22537,15598275,Su,710,France,Female,41.0,9,0.0,2,1.0,0.0,46677.9,0
164576,164576,15791174,Lei,549,Germany,Male,36.0,9,204017.4,2,0.0,0.0,145986.35,1
22023,22023,15639368,Pipes,732,France,Male,25.0,5,110942.9,1,1.0,0.0,172576.43,0
119556,119556,15691170,Wright,575,France,Male,51.0,6,0.0,2,1.0,1.0,62810.91,1
34428,34428,15582797,Nwabugwu,628,France,Female,38.0,8,0.0,2,1.0,0.0,91402.36,0
141336,141336,15656865,Gray,605,Germany,Male,57.0,6,91760.11,1,1.0,0.0,28427.84,1
71966,71966,15674927,De Luca,650,France,Female,33.0,9,92656.96,1,1.0,0.0,176678.23,0
134491,134491,15798943,Bianchi,692,France,Male,29.0,3,0.0,1,0.0,1.0,76755.99,0
147288,147288,15660608,Echezonachukwu,586,France,Male,23.0,6,109783.69,1,1.0,1.0,25310.82,0
111250,111250,15758831,H?,538,France,Female,40.0,8,0.0,1,1.0,0.0,55867.29,1
144918,144918,15695890,Udinesi,671,Germany,Male,24.0,5,84446.83,2,1.0,1.0,70784.13,0
58484,58484,15813422,Uwakwe,640,France,Female,24.0,8,0.0,2,1.0,1.0,77879.63,0
146550,146550,15751297,Bibi,687,France,Male,30.0,1,0.0,2,1.0,0.0,162597.76,0
